Wall time,Step,Value
1588859560.485093,0,0.9009708762168884
1588859943.895597,10,0.9009708762168884
1588860410.833366,20,0.9009708762168884
1588860972.824497,30,0.1131761446595192
1588861603.621327,40,0.9054091572761536
1588862174.030912,50,0.9037448167800903
1588862887.322156,60,0.8904299736022949
1588863510.943019,70,0.8793342709541321
1588864187.277195,80,0.8149791955947876
1588864829.471107,90,0.8732316493988037
1588865584.545759,100,0.8668515682220459
1588866271.685615,110,0.732316255569458
1588866886.116672,120,0.9034674167633057
1588867536.522693,130,0.9051317572593689
1588868219.191033,140,0.9045769572257996
1588868826.242736,150,0.6615811586380005
1588869426.255741,160,0.9006934762001038
1588870082.460515,170,0.9045769572257996
1588870803.242514,180,0.8596394062042236
1588871507.609273,190,0.8809986114501953
1588872121.524127,200,0.8191400766372681
1588872746.321824,210,0.9029126167297363
1588873388.540989,220,0.8626906871795654
1588874013.761077,230,0.8621359467506409
1588874704.118463,240,0.9054091572761536
1588875367.76097,250,0.8732316493988037
1588876089.316473,260,0.9070734977722168
1588876850.26834,270,0.9045769572257996
1588877586.363282,280,0.8998612761497498
1588878199.946351,290,0.655755877494812
1588878906.348074,300,0.8704577088356018
1588879641.933046,310,0.8787794709205627
1588880258.331844,320,0.6582524180412292
1588880999.140759,330,0.8424410820007324
1588881661.258858,340,0.5520110726356506
1588882431.346504,350,0.896809995174408
1588883140.921931,360,0.9106796383857727
1588883737.538121,370,0.6765603423118591
1588884365.008999,380,0.4660194218158722
1588885072.199113,390,0.9117891788482666
1588885697.109305,400,0.6990291476249695
1588886272.925498,410,0.641054093837738
1588886894.385635,420,0.4976421594619751
1588887497.456292,430,0.6479889154434204
1588888050.463768,440,0.8984743356704712
1588888631.280555,450,0.545076310634613
1588889186.625947,460,0.48737862706184387
1588889847.843929,470,0.8554785251617432
1588890376.375899,480,0.5475727915763855
1588890885.56024,490,0.6843273043632507
1588891356.785464,500,0.48155340552330017
1588891795.0581,510,0.5364770889282227
1588892284.939605,520,0.46269071102142334
1588892830.729194,530,0.45187240839004517
1588893317.76643,540,0.5206657648086548
1588893769.871974,550,0.5026352405548096
1588894219.96823,560,0.49791955947875977
1588894679.168941,570,0.4907073378562927
1588895109.159735,580,0.424687922000885
1588895553.492551,590,0.484882116317749
