Wall time,Step,Value
1588440201.098438,0,0.8867667317390442
1588440443.479405,10,0.0
1588440824.997231,20,0.0
1588441214.420999,30,0.0
1588441621.997397,40,0.0
1588442024.088559,50,0.0
1588442428.570513,60,0.0
1588442828.820577,70,0.0
1588443250.411752,80,0.0
1588443689.133733,90,0.0
1588444114.883076,100,0.0
1588444528.414021,110,0.0
1588444932.103616,120,0.0
1588445327.761164,130,0.0
1588445732.25566,140,0.0
1588446122.135053,150,0.0
1588446475.139826,160,0.0
1588446825.072053,170,0.0
1588447164.96032,180,0.08731241524219513
1588447477.926388,190,0.06957708299160004
1588447793.180405,200,0.2619372308254242
1588448157.650863,210,0.1991814523935318
1588448513.371364,220,0.27421554923057556
1588448837.203293,230,0.1541609764099121
1588449165.883088,240,0.2360163778066635
1588449502.811375,250,0.22919508814811707
1588449873.29637,260,0.2673942744731903
1588450233.251313,270,0.2769440710544586
1588450611.441761,280,0.31514325737953186
1588450954.427287,290,0.2264665812253952
1588451313.94704,300,0.2987721562385559
1588451683.607692,310,0.34652113914489746
1588452029.047793,320,0.30968621373176575
1588452375.854861,330,0.31514325737953186
1588452721.808812,340,0.34652113914489746
1588453080.193367,350,0.362892210483551
1588453421.488219,360,0.3574351966381073
1588453776.531945,370,0.32469305396080017
1588454118.90333,380,0.3519781827926636
1588454489.584896,390,0.37380626797676086
1588454862.35077,400,0.36834925413131714
1588455207.816427,410,0.3519781827926636
1588455580.228465,420,0.4106411933898926
1588455950.49778,430,0.394270122051239
1588456330.024511,440,0.3765347898006439
1588456714.361903,450,0.33697134256362915
1588457075.339785,460,0.30150067806243896
1588457462.294598,470,0.3301500678062439
1588457848.83977,480,0.4106411933898926
1588458228.662072,490,0.38199180364608765
1588458602.698183,500,0.3751705288887024
1588458974.219964,510,0.3888131082057953
1588459353.56995,520,0.38744884729385376
1588459735.484402,530,0.4624829590320587
1588460112.094944,540,0.37244200706481934
1588460487.922901,550,0.39563438296318054
1588460866.798238,560,0.425648033618927
1588461257.491586,570,0.4160982370376587
1588461636.879155,580,0.44611185789108276
1588461988.206452,590,0.3615279793739319
