Wall time,Step,Value
1588440171.429306,0,0.9061839580535889
1588440430.557488,10,0.0
1588440812.083212,20,0.0
1588441201.49067,30,0.0
1588441609.092083,40,0.0
1588442011.141888,50,0.0
1588442415.635694,60,0.0
1588442815.891035,70,0.002642706036567688
1588443237.760693,80,0.0
1588443676.49182,90,0.0
1588444102.238196,100,0.0
1588444515.78906,110,0.0
1588444919.402089,120,0.0
1588445315.009255,130,0.0
1588445719.601105,140,0.0
1588446109.489512,150,0.0
1588446462.493832,160,0.0
1588446812.430558,170,0.0
1588447151.786996,180,0.2005814015865326
1588447464.753488,190,0.2621564567089081
1588447777.173914,200,0.4651162922382355
1588448142.708485,210,0.4130549728870392
1588448496.753726,220,0.46062368154525757
1588448822.615688,230,0.3578224182128906
1588449150.021888,240,0.42573994398117065
1588449487.34472,250,0.42626848816871643
1588449856.566728,260,0.45137420296669006
1588450216.189546,270,0.4719873070716858
1588450594.211871,280,0.49920719861984253
1588450938.89914,290,0.4085623621940613
1588451296.329961,300,0.5010570883750916
1588451664.95218,310,0.5243129134178162
1588452011.126104,320,0.4859936535358429
1588452357.870742,330,0.5039640665054321
1588452702.786628,340,0.5140063166618347
1588453060.514336,350,0.584566593170166
1588453402.476406,360,0.520348846912384
1588453758.256044,370,0.5134778022766113
1588454100.745326,380,0.5322409868240356
1588454470.466726,390,0.5428118109703064
1588454842.505319,400,0.5562896132469177
1588455188.498545,410,0.5510042309761047
1588455559.307353,420,0.60491544008255
1588455930.309488,430,0.5819239020347595
1588456309.999644,440,0.5866807699203491
1588456695.736221,450,0.5428118109703064
1588457057.704344,460,0.5100423097610474
1588457443.545707,470,0.5343551635742188
1588457827.618256,480,0.5924947261810303
1588458208.844045,490,0.569767415523529
1588458582.317426,500,0.5618393421173096
1588458953.825037,510,0.5776955485343933
1588459333.569883,520,0.5520613193511963
1588459712.872181,530,0.6173361539840698
1588460092.591632,540,0.5613107681274414
1588460467.401527,550,0.5837737917900085
1588460845.309081,560,0.5914376378059387
1588461236.311755,570,0.5890591740608215
1588461614.67153,580,0.6186575293540955
1588461969.022718,590,0.5317124724388123
