Wall time,Step,Value
1588440222.467046,0,0.8867667317390442
1588440489.194481,10,0.8867667317390442
1588440916.629859,20,0.8867667317390442
1588441345.706753,30,0.0
1588441788.382839,40,0.0
1588442307.951626,50,0.7230559587478638
1588442756.99452,60,0.0
1588443245.686028,70,0.26875853538513184
1588443700.263527,80,0.0
1588444202.519312,90,0.8308321833610535
1588444719.870805,100,0.6807639598846436
1588445206.65881,110,0.0
1588445679.821893,120,0.0
1588446155.206164,130,0.0
1588446631.465264,140,0.0
1588447121.10237,150,0.34515687823295593
1588447621.094067,160,0.5879945158958435
1588448101.787788,170,0.0
1588448597.472943,180,0.0
1588449095.692243,190,0.0
1588449628.832073,200,0.47339698672294617
1588450143.818873,210,0.0
1588450648.22851,220,0.0
1588451159.101532,230,0.0
1588451652.746914,240,0.0
1588452186.212129,250,0.36425647139549255
1588452679.466049,260,0.0
1588453180.382815,270,0.0
1588453689.696281,280,0.1309686154127121
1588454214.879148,290,0.13915416598320007
1588454723.884534,300,0.0
1588455215.61846,310,0.0
1588455719.57209,320,0.0
1588456218.865544,330,0.09140518307685852
1588456694.338904,340,0.0
1588457175.360435,350,0.0
1588457645.050429,360,0.0
1588458112.987971,370,0.0
1588458568.820944,380,0.0
1588459031.558662,390,0.043656207621097565
1588459508.937572,400,0.13506139814853668
1588459976.14065,410,0.1309686154127121
1588460439.26308,420,0.06684856861829758
1588460907.577728,430,0.09822646528482437
1588461375.437607,440,0.16507503390312195
1588461843.306858,450,0.14324693381786346
1588462288.686504,460,0.26875853538513184
1588462740.086096,470,0.2128240168094635
1588463175.468327,480,0.1678035408258438
1588463609.276033,490,0.19508866965770721
1588464037.552127,500,0.2537516951560974
1588464481.084476,510,0.2360163778066635
1588464928.88114,520,0.25102320313453674
1588465326.811687,530,0.25648021697998047
1588465757.757518,540,0.2987721562385559
1588466194.310085,550,0.34515687823295593
1588466676.645688,560,0.66439288854599
1588467146.10824,570,0.4215552508831024
1588467602.397771,580,0.4065484404563904
1588468032.327757,590,0.3669849932193756
