Wall time,Step,Value
1588542096.72247,0,0.8988731503486633
1588542603.006185,10,0.8980063796043396
1588543198.859781,20,0.6249638795852661
1588543951.056018,30,0.25686219334602356
1588544549.739779,40,0.0026004044339060783
1588545327.316202,50,0.7414042353630066
1588546138.62251,60,0.6651256680488586
1588546973.254364,70,0.9034960865974426
1588547794.628735,80,0.8748916387557983
1588548624.504671,90,0.9017624855041504
1588549448.269617,100,0.691129744052887
1588550257.63416,110,0.8240392804145813
1588551096.285954,120,0.8743137717247009
1588551916.396891,130,0.9066743850708008
1588552676.904807,140,0.9006067514419556
1588553535.866176,150,0.9029182195663452
1588554366.314805,160,0.8890494108200073
1588555322.92616,170,0.9043629169464111
1588556261.401648,180,0.7922565937042236
1588557002.310321,190,0.8399306535720825
1588557851.931294,200,0.8598670959472656
1588558649.690636,210,0.9046518206596375
1588559511.216792,220,0.905518651008606
1588560386.324349,230,0.8301069140434265
1588561358.993436,240,0.9058075547218323
1588562272.452487,250,0.9081190228462219
1588563296.544708,260,0.8954059481620789
1588564317.085117,270,0.889916181564331
1588565274.050843,280,0.8991621136665344
1588566092.581093,290,0.8277954459190369
1588567039.957399,300,0.5876914262771606
1588568032.514606,310,0.5963594317436218
1588568797.987077,320,0.7520947456359863
1588569580.114145,330,0.9069632887840271
1588570366.141228,340,0.46576133370399475
1588571349.855371,350,0.7711644172668457
1588572340.981518,360,0.8613117337226868
1588573255.400369,370,0.4596937298774719
1588574046.377417,380,0.6131175756454468
1588574839.396651,390,0.8393527865409851
1588575698.621533,400,0.715111255645752
1588576442.313099,410,0.6064721345901489
1588577292.649414,420,0.5154579877853394
1588578097.363131,430,0.49927765130996704
1588578786.761285,440,0.7197341918945312
1588579517.345377,450,0.8387749195098877
1588580141.907239,460,0.5093903541564941
1588580822.885626,470,0.4822305738925934
1588581452.562778,480,0.6908407807350159
1588582039.456444,490,0.4790523052215576
1588582708.313028,500,0.7385149002075195
1588583293.33154,510,0.650390088558197
1588583838.323927,520,0.5085235238075256
1588584327.614272,530,0.4729847013950348
1588584824.049018,540,0.5764229893684387
1588585398.176471,550,0.4501589238643646
1588585847.550895,560,0.4582490622997284
1588586391.020863,570,0.4744293689727783
1588586819.371351,580,0.44582489132881165
1588587209.184865,590,0.5431956052780151
