Wall time,Step,Value
1588472592.174771,0,0.8257728815078735
1588472984.064746,10,0.8971395492553711
1588473488.567559,20,0.7260907292366028
1588474092.269548,30,0.16787055134773254
1588474596.192783,40,0.17191563546657562
1588475186.596953,50,0.17885003983974457
1588475748.571766,60,0.8878936767578125
1588476272.496889,70,0.75180584192276
1588476875.37594,80,0.8220167756080627
1588477538.673071,90,0.8543773293495178
1588478051.290582,100,0.9000288844108582
1588478627.276121,110,0.9032071828842163
1588479183.520112,120,0.8997399806976318
1588479805.319659,130,0.9029182195663452
1588480322.033669,140,0.8980063796043396
1588480928.184597,150,0.901184618473053
1588481562.510267,160,0.7636521458625793
1588482143.54637,170,0.9008957147598267
1588482858.309117,180,0.901184618473053
1588483469.839828,190,0.8251950144767761
1588484116.915409,200,0.6902629137039185
1588484821.205453,210,0.8197053074836731
1588485517.634917,220,0.6281421780586243
1588486104.379705,230,0.8867379426956177
1588486801.235604,240,0.8818260431289673
1588487512.527354,250,0.9026293158531189
1588488278.95188,260,0.8962727785110474
1588488939.483074,270,0.5732447504997253
1588489698.734114,280,0.79976886510849
1588490411.882535,290,0.8922277092933655
1588491040.865759,300,0.9006067514419556
1588491711.235977,310,0.8988731503486633
1588492409.443569,320,0.7327362298965454
1588493097.07568,330,0.8751806020736694
1588493781.849468,340,0.7801213264465332
1588494484.469176,350,0.5804680585861206
1588495162.067646,360,0.7154001593589783
1588495823.215436,370,0.8902051448822021
1588496504.073068,380,0.7711644172668457
1588497127.069145,390,0.6749494075775146
1588497833.057273,400,0.7084657549858093
1588498627.953527,410,0.662814199924469
1588499270.769029,420,0.5770008563995361
1588499910.083575,430,0.6654146313667297
1588500589.86272,440,0.5313493013381958
1588501137.348201,450,0.7989020347595215
1588501663.460153,460,0.5651545524597168
1588502261.75349,470,0.6108061075210571
1588502832.74434,480,0.6668592691421509
1588503242.131354,490,0.49494364857673645
1588503661.390338,500,0.4495810568332672
1588504173.554829,510,0.5865356922149658
1588504559.681886,520,0.5056341886520386
1588505042.37489,530,0.7639410495758057
1588505446.453668,540,0.42791101336479187
1588505945.184942,550,0.4134643077850342
1588506387.819345,560,0.42617741227149963
1588506745.880448,570,0.46633920073509216
1588507149.230603,580,0.43108928203582764
1588507535.449651,590,0.7064432501792908
